species_name,neighbourhood_name,date_planted
ALNIFOLIA,HASTINGS-SUNRISE,2001-01-05
CAMPESTRE,KENSINGTON-CEDAR COTTAGE,2001-01-05
CAMPESTRE,RILEY PARK,2001-01-05
STYRACIFLUA,DUNBAR-SOUTHLANDS,2001-01-03
CAMPESTRE,DUNBAR-SOUTHLANDS,2001-01-03
PALMATUM,DUNBAR-SOUTHLANDS,2001-01-09
CAMPESTRE,DUNBAR-SOUTHLANDS,2001-01-09
ACERIFOLIA   X,RILEY PARK,2001-01-04
ACERIFOLIA   X,RILEY PARK,2001-01-04
ALNIFOLIA,HASTINGS-SUNRISE,2001-01-04
ALNIFOLIA,HASTINGS-SUNRISE,2001-01-04
CAMPESTRE,RILEY PARK,2001-01-05
CAMPESTRE,RILEY PARK,2001-01-05
PALMATUM,RILEY PARK,2001-01-05
CAMPESTRE,KENSINGTON-CEDAR COTTAGE,2001-01-05
CAMPESTRE,RILEY PARK,2001-01-08
PALMATUM,RILEY PARK,2001-01-08
CAMPESTRE,RILEY PARK,2001-01-09
CAMPESTRE,RILEY PARK,2001-01-09
CAMPESTRE,RILEY PARK,2001-01-09
PLATANOIDES,DUNBAR-SOUTHLANDS,2001-01-16
PENNSYLVANICA,KENSINGTON-CEDAR COTTAGE,2001-01-16
PENNSYLVANICA,KENSINGTON-CEDAR COTTAGE,2001-01-16
SYLVATICA,KENSINGTON-CEDAR COTTAGE,2001-01-16
X YEDOENSIS,DUNBAR-SOUTHLANDS,2001-01-17
CERASIFERA,KENSINGTON-CEDAR COTTAGE,2001-01-17
SYLVATICA,KENSINGTON-CEDAR COTTAGE,2001-01-17
SERRULATA,KENSINGTON-CEDAR COTTAGE,2001-01-17
PENNSYLVANICA,KENSINGTON-CEDAR COTTAGE,2001-01-17
SERRATA,DUNBAR-SOUTHLANDS,2001-01-16
SERRATA,DUNBAR-SOUTHLANDS,2001-01-16
PENNSYLVANICA,KENSINGTON-CEDAR COTTAGE,2001-01-15
XX,SOUTH CAMBIE,2004-02-09
ACERIFOLIA   X,KENSINGTON-CEDAR COTTAGE,2001-01-08
AMERICANA,RILEY PARK,2001-01-08
AMERICANA,RILEY PARK,2001-01-08
ACERIFOLIA   X,RILEY PARK,2001-01-08
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2001-01-08
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2001-01-09
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2001-01-09
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2001-01-10
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2001-01-10
AMERICANA,KENSINGTON-CEDAR COTTAGE,2001-01-10
AMERICANA,RILEY PARK,2001-01-10
PALMATUM,DUNBAR-SOUTHLANDS,2001-01-10
CAMPESTRE,RILEY PARK,2001-01-11
PLATANOIDES,KENSINGTON-CEDAR COTTAGE,2001-01-11
SERRULATA,KENSINGTON-CEDAR COTTAGE,2001-01-11
CERASIFERA,KENSINGTON-CEDAR COTTAGE,2001-01-12
PENNSYLVANICA,KENSINGTON-CEDAR COTTAGE,2001-01-12
PENNSYLVANICA,KENSINGTON-CEDAR COTTAGE,2001-01-12
ZUMI,DUNBAR-SOUTHLANDS,2001-01-16
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2001-01-18
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2001-01-18
ACERIFOLIA   X,DUNBAR-SOUTHLANDS,2001-01-18
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2001-01-19
AMERICANA,KENSINGTON-CEDAR COTTAGE,2001-01-19
PALMATUM,DUNBAR-SOUTHLANDS,2001-01-19
PALMATUM,KENSINGTON-CEDAR COTTAGE,2001-01-08
BETULUS,KENSINGTON-CEDAR COTTAGE,2001-01-09
BETULUS,KENSINGTON-CEDAR COTTAGE,2001-01-09
CAMPESTRE,DUNBAR-SOUTHLANDS,2001-01-15
CERASIFERA,RILEY PARK,2001-01-22
CAMPESTRE,DUNBAR-SOUTHLANDS,2001-01-22
ZUMI,DUNBAR-SOUTHLANDS,2001-01-22
FREEMANI   X,RILEY PARK,2001-01-23
FREEMANI   X,RILEY PARK,2001-01-23
ZUMI,DUNBAR-SOUTHLANDS,2001-01-23
KOUSA,KENSINGTON-CEDAR COTTAGE,2001-01-24
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2001-01-24
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2001-01-24
BETULUS,KENSINGTON-CEDAR COTTAGE,2001-01-24
PLATANOIDES,DUNBAR-SOUTHLANDS,2001-01-25
RETICULATA,KENSINGTON-CEDAR COTTAGE,2001-01-25
AMERICANA,KENSINGTON-CEDAR COTTAGE,2001-01-25
PENNSYLVANICA,KENSINGTON-CEDAR COTTAGE,2001-01-25
CERASIFERA,RILEY PARK,2001-01-25
PLATANOIDES,DUNBAR-SOUTHLANDS,2001-01-26
PLATANOIDES,DUNBAR-SOUTHLANDS,2001-01-26
PLATANOIDES,DUNBAR-SOUTHLANDS,2001-01-26
PLATANOIDES,VICTORIA-FRASERVIEW,2001-01-26
ACERIFOLIA   X,HASTINGS-SUNRISE,2001-01-25
ACERIFOLIA   X,HASTINGS-SUNRISE,2001-01-25
ACERIFOLIA   X,HASTINGS-SUNRISE,2001-01-26
ACERIFOLIA   X,HASTINGS-SUNRISE,2001-01-26
CAMPESTRE,RILEY PARK,2001-01-26
CAMPESTRE,KENSINGTON-CEDAR COTTAGE,2001-01-29
CAMPESTRE,KENSINGTON-CEDAR COTTAGE,2001-01-29
PLATANOIDES,KENSINGTON-CEDAR COTTAGE,2001-01-29
RETICULATA,KENSINGTON-CEDAR COTTAGE,2001-02-01
RETICULATA,KENSINGTON-CEDAR COTTAGE,2001-02-01
AMERICANA,RILEY PARK,2001-01-31
AMERICANA,RILEY PARK,2001-01-31
AMERICANA,RILEY PARK,2001-01-31
X YEDOENSIS,KENSINGTON-CEDAR COTTAGE,2001-01-31
AMERICANA,KENSINGTON-CEDAR COTTAGE,2001-01-31
AMERICANA,KENSINGTON-CEDAR COTTAGE,2001-01-31
BETULUS,KILLARNEY,2001-01-30
BETULUS,KILLARNEY,2001-01-30
MORDENSIS,HASTINGS-SUNRISE,2009-11-19
PLATANOIDES,VICTORIA-FRASERVIEW,2001-01-30
PLATANOIDES,VICTORIA-FRASERVIEW,2001-01-30
CAMPESTRE,ARBUTUS-RIDGE,2001-01-30
AMERICANA,RILEY PARK,2001-01-30
AMERICANA,RILEY PARK,2001-01-30
AMERICANA,RILEY PARK,2001-02-01
PENNSYLVANICA,RILEY PARK,2001-02-02
AMERICANA,RILEY PARK,2001-02-02
AMERICANA,RILEY PARK,2001-02-02
PLATANOIDES,VICTORIA-FRASERVIEW,2001-01-31
PLATANOIDES,VICTORIA-FRASERVIEW,2001-01-31
AMERICANA,RILEY PARK,2001-02-01
FREEMANI   X,VICTORIA-FRASERVIEW,2001-02-01
FREEMANI   X,VICTORIA-FRASERVIEW,2001-02-01
PLATANOIDES,VICTORIA-FRASERVIEW,2001-02-02
SYLVATICA,VICTORIA-FRASERVIEW,2001-02-05
CAMPESTRE,VICTORIA-FRASERVIEW,2001-02-06
FREEMANI   X,WEST END,2001-02-05
KEWENSIS X,RILEY PARK,2001-02-05
PENNSYLVANICA,KILLARNEY,2001-02-06
PENNSYLVANICA,RILEY PARK,2001-02-06
PENNSYLVANICA,KILLARNEY,2001-02-07
FREEMANI   X,VICTORIA-FRASERVIEW,2001-02-07
BETULUS,RILEY PARK,2001-02-13
PLATANOIDES,RILEY PARK,2001-02-13
PLATANOIDES,RILEY PARK,2001-02-13
PALMATUM,GRANDVIEW-WOODLAND,2001-02-13
PALMATUM,RENFREW-COLLINGWOOD,2001-02-13
PALMATUM,RENFREW-COLLINGWOOD,2001-02-13
X YEDOENSIS,RILEY PARK,2001-02-13
FREEMANI   X,VICTORIA-FRASERVIEW,2001-02-06
KEWENSIS X,RILEY PARK,2001-02-08
FREEMANI   X,RILEY PARK,2001-02-08
FREEMANI   X,RILEY PARK,2001-02-08
FREEMANI   X,RILEY PARK,2001-02-08
KOUSA,KILLARNEY,2001-02-08
CAMPESTRE,VICTORIA-FRASERVIEW,2001-02-08
PALMATUM,SUNSET,2001-02-09
PALMATUM,SUNSET,2001-02-09
ZUMI,GRANDVIEW-WOODLAND,2001-02-12
KOUSA,GRANDVIEW-WOODLAND,2001-02-14
CAMPESTRE,GRANDVIEW-WOODLAND,2001-02-14
CAMPESTRE,GRANDVIEW-WOODLAND,2001-02-14
STYRACIFLUA,RILEY PARK,2001-02-12
STYRACIFLUA,RILEY PARK,2001-02-12
STYRACIFLUA,RILEY PARK,2001-02-12
STYRACIFLUA,RILEY PARK,2001-02-12
ZUMI,RILEY PARK,2001-02-12
AMERICANA,KENSINGTON-CEDAR COTTAGE,2001-02-12
CALLERYANA,RILEY PARK,2001-02-13
ZUMI,KENSINGTON-CEDAR COTTAGE,2001-02-13
AMERICANA,RILEY PARK,2001-02-14
AMERICANA,RILEY PARK,2001-02-14
BETULUS,KENSINGTON-CEDAR COTTAGE,2001-02-14
BETULUS,RENFREW-COLLINGWOOD,2001-02-14
BETULUS,RENFREW-COLLINGWOOD,2001-02-14
CALLERYANA,GRANDVIEW-WOODLAND,2001-02-19
RUBRUM,DUNBAR-SOUTHLANDS,2001-02-19
X YEDOENSIS,SOUTH CAMBIE,2011-11-07
BETULUS,KILLARNEY,2011-11-16
X YEDOENSIS,SOUTH CAMBIE,2011-11-02
SYLVATICA,KERRISDALE,2012-03-12
X WAREI,KILLARNEY,2012-03-26
SALICINA,KILLARNEY,2012-02-16
SARGENTII,GRANDVIEW-WOODLAND,2012-01-03
SARGENTII,GRANDVIEW-WOODLAND,2012-01-03
SARGENTII,GRANDVIEW-WOODLAND,2012-01-03
XX,WEST POINT GREY,2012-01-17
PLATANOIDES,FAIRVIEW,2012-02-28
SYLVATICA,MOUNT PLEASANT,2012-03-13
BETULUS,KILLARNEY,2012-02-17
PLATANOIDES,FAIRVIEW,2012-02-27
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2011-10-28
RUBRUM,KENSINGTON-CEDAR COTTAGE,2011-10-28
FREEMANI   X,GRANDVIEW-WOODLAND,2011-12-19
PLATANOIDES,GRANDVIEW-WOODLAND,2011-12-16
RETICULATA,WEST POINT GREY,2013-01-11
RETICULATA,WEST POINT GREY,2013-01-11
BETULUS,DOWNTOWN,2011-11-15
ZUMI,SHAUGHNESSY,2011-11-15
CERASIFERA,MOUNT PLEASANT,2012-01-31
FREEMANI   X,SHAUGHNESSY,2012-03-13
PLATANOIDES,KILLARNEY,2012-03-22
RUBRUM,KILLARNEY,2012-02-10
PLATANOIDES,SHAUGHNESSY,2012-01-24
KOUSA,DUNBAR-SOUTHLANDS,2013-01-10
SYLVATICA,KENSINGTON-CEDAR COTTAGE,2011-11-14
SYLVATICA,KENSINGTON-CEDAR COTTAGE,2011-11-14
AMERICANA,SHAUGHNESSY,2012-03-30
PLATANOIDES,SHAUGHNESSY,2012-01-25
FREEMANI   X,SHAUGHNESSY,2012-03-12
RUBRUM,GRANDVIEW-WOODLAND,2012-01-09
PLATANOIDES,DOWNTOWN,2012-03-28
CRUS-GALLI,KITSILANO,2013-02-06
CRUS-GALLI,KITSILANO,2013-02-06
RUBRUM,KITSILANO,2011-11-17
MORDENSIS,MOUNT PLEASANT,2011-11-02
RUBRUM,KITSILANO,2012-01-16
PLATANOIDES,FAIRVIEW,2012-02-24
PLATANOIDES,FAIRVIEW,2012-02-24
CERASIFERA,KITSILANO,2011-11-15
SYLVATICA,DOWNTOWN,2011-11-24
PLATANOIDES,KITSILANO,2012-01-18
PLATANOIDES,SHAUGHNESSY,2012-01-24
CERASIFERA,SHAUGHNESSY,2011-10-25
CERASIFERA,VICTORIA-FRASERVIEW,2012-11-08
SERRULATA,KITSILANO,2012-01-20
X YEDOENSIS,KITSILANO,2013-02-12
PLATANOIDES,WEST POINT GREY,2012-02-07
PALMATUM,KITSILANO,2012-01-23
RUBRUM,KITSILANO,2012-01-16
PALMATUM,KILLARNEY,2012-03-20
PLATANOIDES,KITSILANO,2012-01-20
RUBRUM,ARBUTUS-RIDGE,2012-04-04
XX,WEST POINT GREY,2012-02-23
X YEDOENSIS,KENSINGTON-CEDAR COTTAGE,2012-03-06
SYLVATICA,RENFREW-COLLINGWOOD,2012-02-27
SYLVATICA,KENSINGTON-CEDAR COTTAGE,2011-11-04
SYLVATICA,KENSINGTON-CEDAR COTTAGE,2011-11-04
SYLVATICA,KENSINGTON-CEDAR COTTAGE,2011-11-04
PLATANOIDES,SHAUGHNESSY,2012-01-30
PERSICA,KITSILANO,2012-01-23
PLATANOIDES,KENSINGTON-CEDAR COTTAGE,2012-01-31
MORDENSIS,GRANDVIEW-WOODLAND,2013-04-15
PERSICA,DOWNTOWN,2011-12-06
FREEMANI   X,MOUNT PLEASANT,2012-03-12
FREEMANI   X,MOUNT PLEASANT,2012-03-12
FREEMANI   X,MOUNT PLEASANT,2012-03-12
X YEDOENSIS,MOUNT PLEASANT,2011-11-10
RETICULATA,HASTINGS-SUNRISE,2013-12-04
RUBRUM,ARBUTUS-RIDGE,2012-02-09
X YEDOENSIS,ARBUTUS-RIDGE,2011-11-10
CERASIFERA,ARBUTUS-RIDGE,2011-10-28
PLATANOIDES,ARBUTUS-RIDGE,2012-03-20
XX,KITSILANO,2012-03-12
RETICULATA,VICTORIA-FRASERVIEW,2013-02-25
X YEDOENSIS,KERRISDALE,2012-01-17
X YEDOENSIS,KITSILANO,2013-02-12
VIRGINIANA,WEST POINT GREY,2013-03-19
RUBRUM,DUNBAR-SOUTHLANDS,2011-11-25
RUBRUM,ARBUTUS-RIDGE,2012-02-13
SERRULATA,FAIRVIEW,2011-11-04
CERASIFERA,DUNBAR-SOUTHLANDS,2011-10-31
CERASIFERA,ARBUTUS-RIDGE,2011-10-25
TRIACANTHOS,DUNBAR-SOUTHLANDS,2013-03-12
RETICULATA,VICTORIA-FRASERVIEW,2013-02-25
RUBRUM,DUNBAR-SOUTHLANDS,2011-11-25
RETICULATA,DUNBAR-SOUTHLANDS,2011-12-16
ZUMI,DUNBAR-SOUTHLANDS,2011-12-05
CARNEA   X,DUNBAR-SOUTHLANDS,2011-11-25
CERASIFERA,DUNBAR-SOUTHLANDS,2011-11-02
SERRULATA,DUNBAR-SOUTHLANDS,2011-11-04
RUBRUM,KERRISDALE,2012-01-16
RUBRUM,KERRISDALE,2012-01-30
CAMPESTRE,KITSILANO,2011-12-15
RETICULATA,VICTORIA-FRASERVIEW,2013-02-25
RETICULATA,VICTORIA-FRASERVIEW,2013-02-26
PLATANOIDES,KENSINGTON-CEDAR COTTAGE,2012-01-31
SERRULATA,KENSINGTON-CEDAR COTTAGE,2012-01-24
CERASIFERA,WEST POINT GREY,2012-01-13
VIRGINIANA,FAIRVIEW,2011-12-29
VIRGINIANA,FAIRVIEW,2011-12-29
PLATANOIDES,FAIRVIEW,2011-12-19
PLATANOIDES,FAIRVIEW,2011-12-19
GRANDIFLORA X,WEST POINT GREY,2012-02-08
SALICINA,KERRISDALE,2012-01-16
RUBRUM,WEST POINT GREY,2011-12-02
SYLVATICA,OAKRIDGE,2011-11-09
RUBRUM,MARPOLE,2012-02-24
AMERICANA,KERRISDALE,2012-01-16
SYLVATICA,STRATHCONA,2011-12-08
CERASIFERA,KERRISDALE,2011-10-18
CALLERYANA,SUNSET,2011-11-29
CERASIFERA,ARBUTUS-RIDGE,2011-10-27
CERASIFERA,DUNBAR-SOUTHLANDS,2011-10-31
PLATANOIDES,WEST END,2012-03-23
ACERIFOLIA   X,DOWNTOWN,2011-11-09
SYLVATICA,WEST END,2011-11-16
RUBRUM,KENSINGTON-CEDAR COTTAGE,2011-11-10
PLATANOIDES,WEST POINT GREY,2011-12-08
PLATANOIDES,WEST POINT GREY,2011-12-08
PLATANOIDES,WEST POINT GREY,2011-12-08
VIRGINIANA,WEST POINT GREY,2011-12-07
SYLVATICA,STRATHCONA,2011-12-08
SYLVATICA,STRATHCONA,2011-12-08
PLATANOIDES,WEST POINT GREY,2011-11-28
PLATANOIDES,WEST POINT GREY,2011-11-28
PLATANOIDES,WEST POINT GREY,2011-11-28
PLATANOIDES,WEST POINT GREY,2011-12-02
SYLVATICA,WEST POINT GREY,2011-12-05
SERRULATA,VICTORIA-FRASERVIEW,2011-11-08
BETULUS,ARBUTUS-RIDGE,2011-11-18
PERSICA,MOUNT PLEASANT,2012-03-23
SERRULATA,RENFREW-COLLINGWOOD,2013-04-02
FREEMANI   X,SHAUGHNESSY,2012-03-16
CERASIFERA,RILEY PARK,2011-11-01
VIRGINIANA,RILEY PARK,2012-01-19
VIRGINIANA,RILEY PARK,2012-01-19
RUBRUM,WEST END,2011-11-22
FREEMANI   X,SUNSET,2010-12-17
RUBRUM,KERRISDALE,2012-01-30
SALICINA,RILEY PARK,2012-02-14
CAMPESTRE,KENSINGTON-CEDAR COTTAGE,2012-01-10
AUCUPARIA,RILEY PARK,2012-04-04
SERRULATA,RILEY PARK,2011-11-03
SERRULATA,RILEY PARK,2011-11-07
RUBRUM,RILEY PARK,2012-02-22
BETULUS,KILLARNEY,2012-01-03
BETULUS,ARBUTUS-RIDGE,2011-11-22
RUBRUM,RILEY PARK,2012-02-22
FREEMANI   X,SUNSET,2011-10-25
FREEMANI   X,VICTORIA-FRASERVIEW,2011-10-25
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2011-11-03
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2011-11-03
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2011-11-04
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2011-10-26
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2011-10-26
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2011-10-26
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2011-11-03
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2011-10-31
SYLVATICA,VICTORIA-FRASERVIEW,2015-03-17
FREEMANI   X,SUNSET,2012-01-18
RUBRUM,SUNSET,2014-03-24
X YEDOENSIS,MARPOLE,2012-02-24
RUBRUM,HASTINGS-SUNRISE,2013-02-04
RUBRUM,HASTINGS-SUNRISE,2013-02-04
BETULUS,ARBUTUS-RIDGE,2011-11-22
BETULUS,MARPOLE,2011-11-18
BETULUS,SUNSET,2011-11-09
CERASIFERA,RILEY PARK,2012-01-31
SERRULATA,SOUTH CAMBIE,2011-11-02
PLATANOIDES,KERRISDALE,2012-02-28
PLATANOIDES,KERRISDALE,2012-03-21
TRIACANTHOS,RILEY PARK,2012-01-30
SYLVATICA,RILEY PARK,2012-04-02
SERRATA,KERRISDALE,2013-02-07
ARIA,DUNBAR-SOUTHLANDS,2012-11-08
SERRULATA,VICTORIA-FRASERVIEW,2011-11-08
SERRATA,KERRISDALE,2013-02-07
CAMPESTRE,RILEY PARK,2012-03-02
RUBRUM,KERRISDALE,2012-02-24
CERASIFERA,RILEY PARK,2012-01-31
SERRULATA,OAKRIDGE,2012-11-14
X WAREI,OAKRIDGE,2012-03-26
SYLVATICA,VICTORIA-FRASERVIEW,2015-03-17
CERASIFERA,OAKRIDGE,2013-03-05
PLATANOIDES,OAKRIDGE,2012-03-21
SERRULATA,OAKRIDGE,2012-02-10
RUBRUM,MOUNT PLEASANT,2012-02-10
PLATANOIDES,SUNSET,2012-01-25
SYLVATICA,VICTORIA-FRASERVIEW,2015-03-17
RUBRUM,MARPOLE,2012-02-24
X YEDOENSIS,MARPOLE,2012-01-30
RUBRUM,DOWNTOWN,2011-11-24
SERRULATA,KERRISDALE,2012-03-27
ZUMI,SHAUGHNESSY,2013-03-26
RUBRUM,MARPOLE,2012-01-26
XX,MARPOLE,2012-03-23
XX,MARPOLE,2012-03-30
CERASIFERA,MARPOLE,2012-01-30
PLATANOIDES,MARPOLE,2012-01-30
CERASIFERA,KITSILANO,2012-11-01
TRIACANTHOS,RILEY PARK,2012-01-30
RUBRUM,MARPOLE,2012-01-26
X YEDOENSIS,MARPOLE,2013-03-05
SERRULATA,MARPOLE,2012-01-30
FREEMANI   X,SUNSET,2012-01-12
RUBRUM,RILEY PARK,2013-02-26
CALLERYANA,RILEY PARK,2011-12-09
BETULUS,RENFREW-COLLINGWOOD,2012-12-07
CERASIFERA,KENSINGTON-CEDAR COTTAGE,2012-12-14
XX,HASTINGS-SUNRISE,2013-04-04
XX,HASTINGS-SUNRISE,2013-04-04
CERASIFERA,KENSINGTON-CEDAR COTTAGE,2012-12-17
MORDENSIS,KENSINGTON-CEDAR COTTAGE,2013-03-20
SALICINA,KENSINGTON-CEDAR COTTAGE,2013-01-08
CERASIFERA,KENSINGTON-CEDAR COTTAGE,2013-01-03
CERASIFERA,KENSINGTON-CEDAR COTTAGE,2012-12-13
RUBRUM,KENSINGTON-CEDAR COTTAGE,2012-03-08
RUBRUM,KENSINGTON-CEDAR COTTAGE,2012-05-16
VIRGINIANA,WEST POINT GREY,2011-12-05
CERASIFERA,RILEY PARK,2012-01-31
SERRULATA,RILEY PARK,2012-02-21
CAMPESTRE,SUNSET,2012-01-25
CERASIFERA,SUNSET,2012-01-23
SALICINA,SUNSET,2012-01-25
PLATANOIDES,SUNSET,2012-01-24
CERASIFERA,OAKRIDGE,2012-11-14
RUBRUM,KENSINGTON-CEDAR COTTAGE,2011-12-29
CERASIFERA,SUNSET,2012-01-20
SERRULATA,SUNSET,2012-11-19
CERASIFERA,SUNSET,2012-10-18
X YEDOENSIS,SUNSET,2012-01-23
RUBRUM,VICTORIA-FRASERVIEW,2012-03-19
CAMPESTRE,VICTORIA-FRASERVIEW,2012-12-11
SERRATA,DUNBAR-SOUTHLANDS,2013-04-15
RUBRUM,MOUNT PLEASANT,2012-03-15
XX,RILEY PARK,2011-12-12
RUBRUM,RILEY PARK,2011-12-13
RUBRUM,RILEY PARK,2011-12-13
RUBRUM,RILEY PARK,2011-12-13
RUBRUM,RILEY PARK,2011-12-13
CALLERYANA,VICTORIA-FRASERVIEW,2013-01-18
CERASIFERA,VICTORIA-FRASERVIEW,2012-11-16
SERRULATA,SUNSET,2012-04-02
SERRULATA,VICTORIA-FRASERVIEW,2013-01-28
CAMPESTRE,VICTORIA-FRASERVIEW,2012-03-28
BETULUS,KILLARNEY,2012-11-27
AMERICANA,KILLARNEY,2012-03-02
SERRULATA,WEST POINT GREY,2012-02-09
SERRULATA,WEST POINT GREY,2012-02-09
CERASIFERA,KILLARNEY,2012-11-23
AMERICANA,KILLARNEY,2012-03-26
SERRULATA,OAKRIDGE,2013-01-10
X WAREI,KILLARNEY,2012-03-26
CERASIFERA,KILLARNEY,2012-11-09
SERRULATA,OAKRIDGE,2013-01-21
PERSICA,OAKRIDGE,2012-04-05
CERASIFERA,OAKRIDGE,2012-11-14
SYLVATICA,SUNSET,2012-04-04
SYLVATICA,SUNSET,2012-04-04
RUBRUM,OAKRIDGE,2014-03-03
BETULUS,RENFREW-COLLINGWOOD,2012-12-10
ZUMI,RENFREW-COLLINGWOOD,2013-03-26
SERRULATA,OAKRIDGE,2013-01-10
CERASIFERA,KILLARNEY,2012-11-26
XX,VICTORIA-FRASERVIEW,2012-03-21
XX,VICTORIA-FRASERVIEW,2012-03-21
CALLERYANA,RENFREW-COLLINGWOOD,2012-04-03
SYLVATICA,WEST END,2013-03-27
FREEMANI   X,MARPOLE,2012-03-15
ARIA,MARPOLE,2012-11-05
X YEDOENSIS,HASTINGS-SUNRISE,2012-11-20
CALLERYANA,HASTINGS-SUNRISE,2012-11-20
SERRULATA,MARPOLE,2013-01-15
KOUSA,HASTINGS-SUNRISE,2013-02-14
SERRULATA,MARPOLE,2013-01-16
RUBRUM,RENFREW-COLLINGWOOD,2013-03-26
BETULUS,WEST END,2012-03-28
ACERIFOLIA   X,KERRISDALE,2012-03-28
SYLVATICA,VICTORIA-FRASERVIEW,2015-03-17
RUBRUM,DUNBAR-SOUTHLANDS,2012-11-29
X YEDOENSIS,SHAUGHNESSY,2013-02-28
ZUMI,KERRISDALE,2012-03-06
CAPPADOCICUM,KENSINGTON-CEDAR COTTAGE,2012-03-20
FREEMANI   X,FAIRVIEW,2013-02-14
RUBRUM,SOUTH CAMBIE,2013-03-08
CERASIFERA,MARPOLE,2012-11-15
TRUNCATUM,SOUTH CAMBIE,2013-04-02
CERASIFERA,VICTORIA-FRASERVIEW,2012-11-16
SARGENTII,MARPOLE,2013-04-04
CERASIFERA,MARPOLE,2012-11-14
RUBRUM,MOUNT PLEASANT,2012-03-08
BETULUS,MOUNT PLEASANT,2012-12-04
SARGENTII,MOUNT PLEASANT,2012-11-16
SERRULATA,ARBUTUS-RIDGE,2012-11-05
RUBRUM,RILEY PARK,2012-03-19
PLATANOIDES,MARPOLE,2013-02-25
PLATANOIDES,MARPOLE,2012-03-29
SERRULATA,MARPOLE,2013-01-17
AMERICANA,KILLARNEY,2012-04-03
AMERICANA,KILLARNEY,2012-04-03
AMERICANA,KILLARNEY,2012-04-03
AMERICANA,KILLARNEY,2012-04-02
SERRATA,OAKRIDGE,2013-02-12
CERASIFERA,MARPOLE,2012-11-15
CERASIFERA,DUNBAR-SOUTHLANDS,2012-10-30
X YEDOENSIS,DUNBAR-SOUTHLANDS,2013-02-15
SERRULATA,MARPOLE,2013-01-11
XX,WEST POINT GREY,2013-03-22
AMERICANA,SHAUGHNESSY,2013-02-06
RUBRUM,MARPOLE,2012-12-11
VIRGINIANA,STRATHCONA,2012-04-03
VIRGINIANA,STRATHCONA,2012-04-03
CERASIFERA,RILEY PARK,2012-10-22
X YEDOENSIS,ARBUTUS-RIDGE,2013-03-04
RUBRUM,MARPOLE,2013-03-25
RUBRUM,DOWNTOWN,2012-11-23
CERASIFERA,SUNSET,2012-10-19
RUBRUM,SUNSET,2013-02-26
XX,SUNSET,2013-01-17
CERASIFERA,VICTORIA-FRASERVIEW,2012-11-14
RUBRUM,HASTINGS-SUNRISE,2013-04-22
CERASIFERA,SUNSET,2012-10-18
SERRULATA,DUNBAR-SOUTHLANDS,2012-11-06
CERASIFERA,HASTINGS-SUNRISE,2012-11-15
CERASIFERA,SUNSET,2012-10-18
CALLERYANA,DOWNTOWN,2012-11-28
RUBRUM,DOWNTOWN,2012-11-27
PLATANOIDES,FAIRVIEW,2012-12-17
SERRULATA,VICTORIA-FRASERVIEW,2013-01-28
PERSICA,MARPOLE,2012-11-06
TRUNCATUM,KILLARNEY,2013-03-27
CAMPESTRE,VICTORIA-FRASERVIEW,2012-01-03
RUBRUM,VICTORIA-FRASERVIEW,2012-12-11
SERRULATA,KILLARNEY,2013-02-05
X YEDOENSIS,KILLARNEY,2013-02-04
X YEDOENSIS,KILLARNEY,2013-02-04
XX,VICTORIA-FRASERVIEW,2013-01-23
PLATANOIDES,HASTINGS-SUNRISE,2013-04-08
BETULUS,KILLARNEY,2012-11-27
ARIA,ARBUTUS-RIDGE,2012-11-07
CERASIFERA,DUNBAR-SOUTHLANDS,2012-10-29
RUBRUM,RENFREW-COLLINGWOOD,2012-12-07
TRUNCATUM,SOUTH CAMBIE,2013-01-07
ZUMI,WEST POINT GREY,2013-03-18
PERSICA,STRATHCONA,2013-07-30
RUBRUM,DUNBAR-SOUTHLANDS,2013-03-20
BETULUS,KILLARNEY,2012-11-26
BETULUS,KILLARNEY,2012-11-23
TRIACANTHOS,KILLARNEY,2013-02-21
CALLERYANA,MOUNT PLEASANT,2013-11-20
CALLERYANA,MOUNT PLEASANT,2013-11-21
CALLERYANA,MOUNT PLEASANT,2013-11-20
BETULUS,KILLARNEY,2012-11-27
CERASIFERA,RENFREW-COLLINGWOOD,2012-12-18
X YEDOENSIS,HASTINGS-SUNRISE,2012-11-19
BETULUS,HASTINGS-SUNRISE,2012-12-11
